skin_r,skin_g,skin_b,hair_r,hair_g,hair_b,eye_r,eye_g,eye_b,skin_hex,hair_hex,eye_hex,fitzpatrick,undertone,depth,season
188,113,92,0,0,0,92,58,51,#bc715c,,#5c3a33,IV,warm,light_medium,Deep Autumn
155,97,78,0,0,0,93,81,69,#9b614e,,#5d5145,V,warm,medium,Deep Autumn
213,147,112,0,0,0,79,47,30,#d59370,,#4f2f1e,III,warm,light,Warm Autumn
246,200,182,0,0,0,144,106,96,#f6c8b6,,#906a60,I,warm,very_light,Warm Spring
212,175,153,0,0,0,117,100,92,#d4af99,,#75645c,I,warm,light,Warm Spring
197,144,136,0,0,0,80,62,64,#c59088,,#503e40,II,neutral,light_medium,Light Summer
199,149,139,0,0,0,89,68,65,#c7958b,,#594441,II,neutral,light,Light Summer
173,125,122,0,0,0,61,49,51,#ad7d7a,,#3d3133,III,neutral,light_medium,Light Summer
197,124,95,0,0,0,76,47,43,#c57c5f,,#4c2f2b,IV,warm,light_medium,Warm Autumn
150,111,102,0,0,0,60,55,52,#966f66,,#3c3734,V,neutral,medium,Deep Winter
155,103,82,0,0,0,73,60,52,#9b6752,,#493c34,V,warm,medium,Deep Autumn
192,159,138,0,0,0,94,66,54,#c09f8a,,#5e4236,II,warm,light,Warm Spring
156,112,102,0,0,0,77,54,48,#9c7066,,#4d3630,V,neutral,medium,Deep Winter
242,198,188,0,0,0,187,141,140,#f2c6bc,,#bb8d8c,I,neutral,very_light,Light Summer
98,98,98,0,0,0,42,42,42,#626262,,#2a2a2a,VI,neutral,medium_deep,Deep Autumn
204,148,134,0,0,0,114,86,76,#cc9486,,#72564c,II,neutral,light,Light Summer
176,124,96,0,0,0,131,100,82,#b07c60,,#836452,IV,warm,light_medium,Warm Autumn
173,116,90,0,0,0,87,63,48,#ad745a,,#573f30,IV,warm,medium,Deep Autumn
183,143,126,0,0,0,71,54,48,#b78f7e,,#473630,III,warm,light_medium,Warm Spring
233,199,196,0,0,0,167,126,118,#e9c7c4,,#a77e76,I,neutral,very_light,Light Summer
234,178,154,0,0,0,132,99,98,#eab29a,,#846362,II,warm,very_light,Clear Spring
186,128,107,0,0,0,129,83,70,#ba806b,,#815346,IV,warm,light_medium,Warm Autumn
211,152,137,0,0,0,114,79,74,#d39889,,#724f4a,II,neutral,light,Light Summer
173,136,117,0,0,0,102,78,68,#ad8875,,#664e44,III,warm,light_medium,Warm Autumn
186,142,115,0,0,0,139,113,100,#ba8e73,,#8b7164,III,warm,light_medium,Warm Autumn
192,148,144,0,0,0,94,65,69,#c09490,,#5e4145,I,neutral,light,Light Summer
214,170,164,0,0,0,78,45,40,#d6aaa4,,#4e2d28,I,neutral,light,Light Summer
216,171,160,0,0,0,94,86,75,#d8aba0,,#5e564b,I,neutral,light,Light Summer
172,118,118,0,0,0,94,64,70,#ac7676,,#5e4046,III,neutral,light_medium,Soft Summer
184,112,90,0,0,0,130,92,93,#b8705a,,#825c5d,IV,warm,medium,Deep Autumn
209,148,120,0,0,0,138,93,74,#d19478,,#8a5d4a,III,warm,light,Warm Autumn
232,190,164,0,0,0,147,138,135,#e8bea4,,#938a87,I,warm,very_light,Warm Spring
164,123,108,0,0,0,96,71,61,#a47b6c,,#60473d,IV,neutral,light_medium,Soft Autumn
106,70,49,0,0,0,80,60,43,#6a4631,,#503c2b,VI,warm,deep,Deep Autumn
194,144,114,0,0,0,108,70,51,#c29072,,#6c4633,III,warm,light_medium,Warm Autumn
96,57,54,0,0,0,112,64,48,#603936,,#704030,VI,neutral,deep,Deep Winter
184,121,90,0,0,0,106,69,53,#b8795a,,#6a4535,IV,warm,light_medium,Deep Autumn
185,131,117,0,0,0,133,101,85,#b98375,,#856555,III,neutral,light_medium,Soft Summer
216,156,118,0,0,0,143,103,79,#d89c76,,#8f674f,III,warm,light,Warm Autumn
193,140,118,0,0,0,95,58,43,#c18c76,,#5f3a2b,III,warm,light_medium,Warm Autumn
204,147,125,0,0,0,138,90,71,#cc937d,,#8a5a47,III,warm,light,Clear Spring
182,149,145,0,0,0,105,83,78,#b69591,,#69534e,I,neutral,light_medium,Light Summer
232,193,186,0,0,0,100,71,71,#e8c1ba,,#644747,I,neutral,very_light,Light Summer
200,125,106,0,0,0,120,68,53,#c87d6a,,#784435,IV,warm,light_medium,Warm Autumn
194,136,95,0,0,0,78,60,42,#c2885f,,#4e3c2a,IV,warm,light_medium,Warm Autumn
122,90,67,0,0,0,73,58,49,#7a5a43,,#493a31,V,warm,medium_deep,Deep Autumn
224,174,151,0,0,0,144,111,100,#e0ae97,,#906f64,II,warm,very_light,Clear Spring
206,131,79,0,0,0,101,61,46,#ce834f,,#653d2e,IV,warm,light_medium,Warm Autumn
125,92,70,0,0,0,72,57,49,#7d5c46,,#483931,V,warm,medium_deep,Deep Autumn
193,140,110,0,0,0,59,40,28,#c18c6e,,#3b281c,IV,warm,light_medium,Warm Autumn
169,122,96,0,0,0,89,63,61,#a97a60,,#593f3d,IV,warm,light_medium,Deep Autumn
191,143,110,0,0,0,112,79,58,#bf8f6e,,#704f3a,III,warm,light_medium,Warm Autumn
85,62,46,0,0,0,61,48,38,#553e2e,,#3d3026,VI,warm,deep,Deep Autumn
173,107,77,0,0,0,102,60,43,#ad6b4d,,#663c2b,V,warm,medium,Deep Autumn
189,142,104,0,0,0,96,79,55,#bd8e68,,#604f37,IV,warm,light_medium,Warm Autumn
247,198,152,0,0,0,126,102,74,#f7c698,,#7e664a,II,warm,very_light,Clear Spring
202,158,129,0,0,0,68,52,29,#ca9e81,,#44341d,III,warm,light,Clear Spring
200,167,164,0,0,0,105,83,87,#c8a7a4,,#695357,I,neutral,light,Light Summer
198,168,131,0,0,0,128,110,91,#c6a883,,#806e5b,II,warm,light,Clear Spring
143,100,76,0,0,0,82,52,42,#8f644c,,#52342a,V,warm,medium,Deep Autumn
179,112,82,0,0,0,93,59,49,#b37052,,#5d3b31,V,warm,medium,Deep Autumn
250,199,165,0,0,0,148,113,90,#fac7a5,,#94715a,II,warm,very_light,Clear Spring
219,168,148,0,0,0,101,83,80,#dba894,,#655350,II,warm,light,Clear Spring
186,107,75,0,0,0,76,51,39,#ba6b4b,,#4c3327,V,warm,medium,Deep Autumn
186,119,100,0,0,0,116,80,60,#ba7764,,#74503c,IV,warm,light_medium,Warm Autumn
203,149,129,0,0,0,99,71,63,#cb9581,,#63473f,II,warm,light,Clear Spring
184,136,123,0,0,0,105,84,78,#b8887b,,#69544e,III,neutral,light_medium,Light Summer
194,138,114,0,0,0,101,78,71,#c28a72,,#654e47,III,warm,light_medium,Warm Autumn
148,102,94,0,0,0,78,58,60,#94665e,,#4e3a3c,V,neutral,medium,Deep Winter
164,93,76,0,0,0,93,61,55,#a45d4c,,#5d3d37,V,warm,medium,Deep Autumn
201,142,116,0,0,0,112,95,86,#c98e74,,#705f56,III,warm,light_medium,Warm Autumn
210,160,139,0,0,0,83,65,58,#d2a08b,,#53413a,II,warm,light,Clear Spring
123,80,70,0,0,0,57,40,41,#7b5046,,#392829,VI,neutral,medium_deep,Deep Winter
214,151,77,0,0,0,104,48,11,#d6974d,,#68300b,IV,warm,light,Warm Autumn
183,113,77,0,0,0,118,90,70,#b7714d,,#765a46,V,warm,medium,Deep Autumn
199,152,124,0,0,0,102,76,57,#c7987c,,#664c39,III,warm,light,Clear Spring
239,200,180,0,0,0,152,133,121,#efc8b4,,#988579,I,warm,very_light,Warm Spring
171,94,79,0,0,0,76,46,34,#ab5e4f,,#4c2e22,V,warm,medium,Deep Autumn
237,186,166,0,0,0,126,82,69,#edbaa6,,#7e5245,I,warm,very_light,Clear Spring
179,128,111,0,0,0,91,74,67,#b3806f,,#5b4a43,IV,warm,light_medium,Warm Autumn
182,145,141,0,0,0,79,58,59,#b6918d,,#4f3a3b,I,neutral,light_medium,Light Summer
228,187,173,0,0,0,155,113,96,#e4bbad,,#9b7160,I,neutral,very_light,Light Spring
220,175,158,0,0,0,156,120,109,#dcaf9e,,#9c786d,I,warm,very_light,Warm Spring
190,132,100,0,0,0,80,57,46,#be8464,,#50392e,IV,warm,light_medium,Warm Autumn
208,176,152,0,0,0,93,81,76,#d0b098,,#5d514c,I,warm,light,Warm Spring
212,139,93,0,0,0,119,72,49,#d48b5d,,#774831,IV,warm,light_medium,Warm Autumn
218,192,166,0,0,0,133,110,88,#dac0a6,,#856e58,I,warm,very_light,Warm Spring
170,123,107,0,0,0,112,50,40,#aa7b6b,,#703228,IV,warm,light_medium,Warm Autumn
197,155,140,0,0,0,114,104,105,#c59b8c,,#726869,II,neutral,light,Light Spring
170,125,108,0,0,0,79,49,41,#aa7d6c,,#4f3129,IV,warm,light_medium,Warm Autumn
222,170,150,0,0,0,89,68,57,#deaa96,,#594439,II,warm,light,Clear Spring
212,162,140,0,0,0,126,89,69,#d4a28c,,#7e5945,II,warm,light,Clear Spring
207,160,152,0,0,0,112,74,65,#cfa098,,#704a41,I,neutral,light,Light Summer
179,161,177,0,0,0,80,82,100,#b3a1b1,,#505264,I,cool,light,Light Summer
186,112,83,0,0,0,98,57,41,#ba7053,,#623929,V,warm,medium,Deep Autumn
206,166,144,0,0,0,95,55,41,#cea690,,#5f3729,II,warm,light,Warm Spring
215,152,138,0,0,0,96,65,61,#d7988a,,#60413d,II,neutral,light,Light Summer
179,179,179,0,0,0,90,90,90,#b3b3b3,,#5a5a5a,I,neutral,light,Light Spring
205,162,138,0,0,0,76,58,52,#cda28a,,#4c3a34,II,warm,light,Clear Spring
196,119,78,0,0,0,79,42,28,#c4774e,,#4f2a1c,IV,warm,light_medium,Deep Autumn
210,155,134,0,0,0,88,63,55,#d29b86,,#583f37,II,warm,light,Clear Spring
190,132,93,0,0,0,76,57,47,#be845d,,#4c392f,IV,warm,light_medium,Warm Autumn
230,186,161,0,0,0,106,96,91,#e6baa1,,#6a605b,I,warm,very_light,Clear Spring
231,177,159,0,0,0,117,102,102,#e7b19f,,#756666,I,warm,very_light,Clear Spring
208,136,93,0,0,0,123,86,73,#d0885d,,#7b5649,IV,warm,light_medium,Warm Autumn
147,120,108,0,0,0,81,66,58,#93786c,,#51423a,IV,neutral,medium,Deep Autumn
230,169,133,0,0,0,145,102,84,#e6a985,,#916654,II,warm,light,Clear Spring
193,157,146,0,0,0,87,56,49,#c19d92,,#573831,I,neutral,light,Light Summer
231,176,154,0,0,0,154,109,92,#e7b09a,,#9a6d5c,II,warm,very_light,Clear Spring
212,134,101,0,0,0,106,69,46,#d48665,,#6a452e,IV,warm,light_medium,Warm Autumn
144,103,88,0,0,0,100,70,57,#906758,,#644639,V,warm,medium,Deep Autumn
225,156,142,0,0,0,133,84,78,#e19c8e,,#85544e,II,neutral,light,Light Summer
237,182,164,0,0,0,108,83,73,#edb6a4,,#6c5349,I,warm,very_light,Clear Spring
215,189,174,0,0,0,118,94,85,#d7bdae,,#765e55,I,neutral,very_light,Light Spring
201,201,201,0,0,0,95,95,95,#c9c9c9,,#5f5f5f,I,neutral,very_light,Light Spring
174,133,113,0,0,0,89,59,46,#ae8571,,#593b2e,IV,warm,light_medium,Warm Autumn
174,128,97,0,0,0,108,73,61,#ae8061,,#6c493d,IV,warm,light_medium,Warm Autumn
170,99,61,0,0,0,74,52,42,#aa633d,,#4a342a,V,warm,medium,Deep Autumn
175,137,98,0,0,0,77,56,41,#af8962,,#4d3829,IV,warm,light_medium,Warm Autumn
198,146,125,0,0,0,90,60,49,#c6927d,,#5a3c31,III,warm,light_medium,Clear Spring
171,109,57,0,0,0,72,47,23,#ab6d39,,#482f17,V,warm,medium,Deep Autumn
141,93,72,0,0,0,72,48,29,#8d5d48,,#48301d,V,warm,medium_deep,Deep Autumn
207,137,104,0,0,0,86,53,46,#cf8968,,#56352e,IV,warm,light_medium,Warm Autumn
165,100,74,0,0,0,63,52,51,#a5644a,,#3f3433,V,warm,medium,Deep Autumn
239,192,140,0,0,0,96,56,29,#efc08c,,#60381d,II,warm,very_light,Clear Spring
136,99,90,0,0,0,64,40,32,#88635a,,#402820,V,neutral,medium,Deep Winter
246,180,124,0,0,0,120,100,73,#f6b47c,,#786449,III,warm,very_light,Clear Spring
187,121,81,0,0,0,77,56,47,#bb7951,,#4d382f,IV,warm,light_medium,Deep Autumn
204,153,119,0,0,0,89,67,57,#cc9977,,#594339,III,warm,light,Warm Autumn
171,111,99,0,0,0,64,44,45,#ab6f63,,#402c2d,V,neutral,medium,Deep Winter
190,146,126,0,0,0,77,48,32,#be927e,,#4d3020,III,warm,light_medium,Warm Spring
181,179,178,0,0,0,66,63,64,#b5b3b2,,#423f40,I,neutral,light,Light Spring
229,162,129,0,0,0,93,46,31,#e5a281,,#5d2e1f,III,warm,light,Clear Spring
235,142,93,0,0,0,62,40,21,#eb8e5d,,#3e2815,IV,warm,light,Warm Autumn
248,129,62,0,0,0,106,45,25,#f8813e,,#6a2d19,IV,warm,light,Warm Autumn
170,170,170,0,0,0,85,85,85,#aaaaaa,,#555555,I,neutral,light,Light Spring
187,133,75,0,0,0,75,57,23,#bb854b,,#4b3917,IV,warm,light_medium,Deep Autumn
206,163,124,0,0,0,105,70,48,#cea37c,,#694630,III,warm,light,Clear Spring
203,150,127,0,0,0,84,54,36,#cb967f,,#543624,III,warm,light,Clear Spring
166,120,101,0,0,0,53,32,27,#a67865,,#35201b,IV,warm,medium,Deep Autumn
202,125,95,0,0,0,91,58,48,#ca7d5f,,#5b3a30,IV,warm,light_medium,Warm Autumn
235,159,122,0,0,0,128,82,65,#eb9f7a,,#805241,III,warm,light,Clear Spring
219,178,162,0,0,0,99,73,63,#dbb2a2,,#63493f,I,neutral,very_light,Light Spring
189,144,129,0,0,0,82,63,56,#bd9081,,#523f38,II,neutral,light_medium,Light Summer
218,149,132,0,0,0,94,68,71,#da9584,,#5e4447,II,warm,light,Clear Spring
201,144,129,0,0,0,75,62,62,#c99081,,#4b3e3e,II,neutral,light_medium,Light Summer
200,152,99,0,0,0,73,61,42,#c89863,,#493d2a,IV,warm,light,Warm Autumn
148,98,88,0,0,0,68,48,38,#946258,,#443026,V,neutral,medium,Deep Winter
213,152,125,0,0,0,80,52,40,#d5987d,,#503428,III,warm,light,Clear Spring
150,88,52,0,0,0,79,49,30,#965834,,#4f311e,V,warm,medium_deep,Deep Autumn
179,134,110,0,0,0,61,56,63,#b3866e,,#3d383f,IV,warm,light_medium,Warm Autumn
200,141,112,0,0,0,107,89,83,#c88d70,,#6b5953,III,warm,light_medium,Warm Autumn
210,145,127,0,0,0,110,66,59,#d2917f,,#6e423b,III,warm,light,Clear Spring
239,191,176,0,0,0,167,148,140,#efbfb0,,#a7948c,I,neutral,very_light,Light Summer
191,117,92,0,0,0,127,74,43,#bf755c,,#7f4a2b,IV,warm,light_medium,Deep Autumn
198,159,144,0,0,0,141,111,102,#c69f90,,#8d6f66,II,neutral,light,Light Spring
169,123,104,0,0,0,72,44,39,#a97b68,,#482c27,IV,warm,light_medium,Warm Autumn
220,168,152,0,0,0,128,97,91,#dca898,,#80615b,I,neutral,light,Light Summer
159,127,118,0,0,0,70,61,54,#9f7f76,,#463d36,III,neutral,light_medium,Soft Summer
204,148,138,0,0,0,82,58,57,#cc948a,,#523a39,II,neutral,light,Light Summer
204,159,140,0,0,0,93,72,66,#cc9f8c,,#5d4842,II,warm,light,Warm Spring
189,133,119,0,0,0,104,96,95,#bd8577,,#68605f,III,neutral,light_medium,Soft Summer
204,138,115,0,0,0,114,65,49,#cc8a73,,#724131,III,warm,light_medium,Warm Autumn
161,97,74,0,0,0,68,43,36,#a1614a,,#442b24,V,warm,medium,Deep Autumn
185,143,130,0,0,0,67,46,42,#b98f82,,#432e2a,II,neutral,light_medium,Light Summer
212,118,87,0,0,0,130,69,59,#d47657,,#82453b,IV,warm,light_medium,Warm Autumn
226,159,141,0,0,0,121,97,96,#e29f8d,,#796160,II,warm,light,Clear Spring
193,124,102,0,0,0,99,65,51,#c17c66,,#634133,IV,warm,light_medium,Warm Autumn
205,135,112,0,0,0,102,61,42,#cd8770,,#663d2a,III,warm,light_medium,Warm Autumn
200,148,117,0,0,0,93,58,35,#c89475,,#5d3a23,III,warm,light,Warm Autumn
117,65,33,0,0,0,65,28,17,#754121,,#411c11,VI,warm,deep,Deep Autumn
227,159,130,0,0,0,136,95,77,#e39f82,,#885f4d,III,warm,light,Clear Spring
190,135,113,0,0,0,112,79,64,#be8771,,#704f40,III,warm,light_medium,Warm Autumn
199,147,138,0,0,0,90,59,58,#c7938a,,#5a3b3a,II,neutral,light,Light Summer
173,130,104,0,0,0,92,72,64,#ad8268,,#5c4840,IV,warm,light_medium,Warm Autumn
188,111,79,0,0,0,92,54,40,#bc6f4f,,#5c3628,V,warm,medium,Deep Autumn
183,113,93,203,142,116,95,59,48,#b7715d,#cb8e74,#5f3b30,IV,warm,medium,Deep Autumn
189,155,149,0,0,0,70,72,75,#bd9b95,,#46484b,I,neutral,light,Light Summer
136,74,48,0,0,0,66,41,29,#884a30,,#42291d,V,warm,medium_deep,Deep Autumn
215,135,87,0,0,0,115,65,39,#d78757,,#734127,IV,warm,light_medium,Warm Autumn
227,188,147,0,0,0,98,57,50,#e3bc93,,#623932,II,warm,very_light,Clear Spring
204,177,167,0,0,0,94,80,79,#ccb1a7,,#5e504f,I,neutral,light,Light Spring
204,148,117,0,0,0,132,92,62,#cc9475,,#845c3e,III,warm,light,Warm Autumn
234,179,161,0,0,0,120,73,61,#eab3a1,,#78493d,I,warm,very_light,Clear Spring
210,148,126,0,0,0,125,85,67,#d2947e,,#7d5543,III,warm,light,Clear Spring
209,152,131,0,0,0,122,85,71,#d19883,,#7a5547,II,warm,light,Clear Spring
170,132,124,0,0,0,72,46,37,#aa847c,,#482e25,III,neutral,light_medium,Light Summer
181,138,124,0,0,0,83,68,70,#b58a7c,,#534446,III,neutral,light_medium,Light Summer
236,182,150,0,0,0,136,96,67,#ecb696,,#886043,II,warm,very_light,Clear Spring
231,189,169,0,0,0,104,76,73,#e7bda9,,#684c49,I,warm,very_light,Warm Spring
165,143,139,0,0,0,98,89,86,#a58f8b,,#625956,I,neutral,light_medium,Light Summer
168,120,79,0,0,0,75,55,39,#a8784f,,#4b3727,V,warm,medium,Deep Autumn
204,123,79,0,0,0,92,35,14,#cc7b4f,,#5c230e,IV,warm,light_medium,Deep Autumn
203,138,89,0,0,0,78,60,36,#cb8a59,,#4e3c24,IV,warm,light_medium,Warm Autumn
209,150,121,0,0,0,90,64,57,#d19679,,#5a4039,III,warm,light,Clear Spring
178,87,39,0,0,0,102,59,45,#b25727,,#663b2d,V,warm,medium,Deep Autumn
169,117,72,0,0,0,86,50,32,#a97548,,#563220,V,warm,medium,Deep Autumn
114,63,48,0,0,0,60,34,26,#723f30,,#3c221a,VI,warm,deep,Deep Autumn
200,136,101,0,0,0,71,40,31,#c88865,,#47281f,IV,warm,light_medium,Warm Autumn
161,106,85,0,0,0,93,55,37,#a16a55,,#5d3725,V,warm,medium,Deep Autumn
187,126,97,0,0,0,105,62,40,#bb7e61,,#693e28,IV,warm,light_medium,Warm Autumn
202,138,115,0,0,0,126,92,77,#ca8a73,,#7e5c4d,III,warm,light_medium,Warm Autumn
206,141,120,0,0,0,117,71,56,#ce8d78,,#754738,III,warm,light_medium,Warm Autumn
192,138,132,0,0,0,80,40,45,#c08a84,,#50282d,II,neutral,light_medium,Light Summer
221,201,193,0,0,0,115,106,93,#ddc9c1,,#736a5d,I,neutral,very_light,Light Spring
177,115,89,70,53,50,101,50,39,#b17359,#463532,#653227,IV,warm,medium,Deep Autumn
202,138,118,0,0,0,112,75,61,#ca8a76,,#704b3d,III,warm,light_medium,Warm Autumn
179,136,110,0,0,0,85,67,56,#b3886e,,#554338,IV,warm,light_medium,Warm Autumn
160,104,89,0,0,0,120,66,52,#a06859,,#784234,V,warm,medium,Deep Autumn
104,78,65,0,0,0,66,51,39,#684e41,,#423327,VI,neutral,medium_deep,Deep Autumn
211,176,170,0,0,0,125,98,87,#d3b0aa,,#7d6257,I,neutral,light,Light Summer
197,152,140,0,0,0,135,97,88,#c5988c,,#876158,II,neutral,light,Light Summer
183,139,126,0,0,0,78,49,37,#b78b7e,,#4e3125,II,neutral,light_medium,Light Summer
176,125,100,0,0,0,114,78,58,#b07d64,,#724e3a,IV,warm,light_medium,Warm Autumn
195,147,124,0,0,0,112,87,72,#c3937c,,#705748,III,warm,light_medium,Clear Spring
136,86,70,0,0,0,70,39,27,#885646,,#46271b,V,warm,medium_deep,Deep Autumn
169,112,91,0,0,0,109,83,73,#a9705b,,#6d5349,V,warm,medium,Deep Autumn
147,104,91,0,0,0,109,73,64,#93685b,,#6d4940,V,neutral,medium,Deep Winter
182,117,95,0,0,0,109,64,58,#b6755f,,#6d403a,IV,warm,light_medium,Deep Autumn
183,143,137,0,0,0,129,103,105,#b78f89,,#816769,I,neutral,light_medium,Light Summer
85,38,17,0,0,0,69,36,18,#552611,,#452412,VI,warm,very_deep,Deep Autumn
220,180,148,0,0,0,130,91,72,#dcb494,,#825b48,II,warm,very_light,Clear Spring
203,141,120,0,0,0,135,100,86,#cb8d78,,#876456,III,warm,light_medium,Warm Autumn
116,79,64,0,0,0,62,36,26,#744f40,,#3e241a,VI,warm,medium_deep,Deep Autumn
203,118,99,0,0,0,112,111,89,#cb7663,,#706f59,IV,warm,light_medium,Warm Autumn
227,162,122,0,0,0,100,72,67,#e3a27a,,#644843,III,warm,light,Clear Spring
177,85,37,0,0,0,75,30,20,#b15525,,#4b1e14,V,warm,medium,Deep Autumn
185,102,68,0,0,0,95,53,32,#b96644,,#5f3520,V,warm,medium,Deep Autumn
178,122,107,0,0,0,90,66,56,#b27a6b,,#5a4238,IV,neutral,light_medium,Soft Summer
222,165,135,0,0,0,123,98,99,#dea587,,#7b6263,II,warm,light,Clear Spring
162,87,55,0,0,0,58,39,32,#a25737,,#3a2720,V,warm,medium,Deep Autumn
201,162,149,0,0,0,87,68,66,#c9a295,,#574442,I,neutral,light,Light Summer
142,99,91,0,0,0,71,64,62,#8e635b,,#47403e,V,neutral,medium,Deep Winter
238,184,153,0,0,0,176,144,131,#eeb899,,#b09083,II,warm,very_light,Clear Spring
203,160,140,0,0,0,124,108,101,#cba08c,,#7c6c65,II,warm,light,Warm Spring
212,136,114,0,0,0,99,72,59,#d48872,,#63483b,III,warm,light_medium,Warm Autumn
243,181,155,0,0,0,113,72,60,#f3b59b,,#71483c,II,warm,very_light,Clear Spring
153,102,114,0,0,0,68,54,70,#996672,,#443646,VI,cool,medium,Deep Winter
158,123,89,0,0,0,59,53,41,#9e7b59,,#3b3529,IV,warm,medium,Deep Autumn
238,189,158,0,0,0,103,81,72,#eebd9e,,#675148,II,warm,very_light,Clear Spring
195,144,130,0,0,0,95,70,61,#c39082,,#5f463d,II,neutral,light_medium,Light Summer
208,150,143,0,0,0,105,85,83,#d0968f,,#695553,II,neutral,light,Light Summer
213,142,106,0,0,0,126,89,67,#d58e6a,,#7e5943,IV,warm,light,Warm Autumn
175,130,109,0,0,0,109,81,67,#af826d,,#6d5143,IV,warm,light_medium,Warm Autumn
209,169,166,0,0,0,97,82,96,#d1a9a6,,#615260,I,neutral,light,Light Summer
231,184,164,0,0,0,106,94,91,#e7b8a4,,#6a5e5b,I,warm,very_light,Warm Spring
247,197,152,0,0,0,141,94,64,#f7c598,,#8d5e40,II,warm,very_light,Clear Spring
204,130,81,0,0,0,98,59,40,#cc8251,,#623b28,IV,warm,light_medium,Warm Autumn
189,189,189,0,0,0,81,81,81,#bdbdbd,,#515151,I,neutral,very_light,Light Spring
238,168,144,0,0,0,119,89,89,#eea890,,#775959,II,warm,light,Clear Spring
208,145,104,0,0,0,107,80,57,#d09168,,#6b5039,IV,warm,light,Warm Autumn
206,150,124,0,0,0,93,73,65,#ce967c,,#5d4941,III,warm,light,Clear Spring
219,162,145,0,0,0,109,86,77,#dba291,,#6d564d,II,warm,light,Clear Spring
204,167,163,0,0,0,103,75,65,#cca7a3,,#674b41,I,neutral,light,Light Summer
132,79,55,0,0,0,70,40,32,#844f37,,#462820,V,warm,medium_deep,Deep Autumn
216,180,171,0,0,0,112,85,82,#d8b4ab,,#705552,I,neutral,very_light,Light Summer
160,109,92,0,0,0,80,55,48,#a06d5c,,#503730,V,warm,medium,Deep Autumn
248,202,181,0,0,0,183,132,117,#f8cab5,,#b78475,I,warm,very_light,Warm Spring
171,121,116,0,0,0,68,62,56,#ab7974,,#443e38,III,neutral,light_medium,Soft Summer
227,175,146,0,0,0,95,69,57,#e3af92,,#5f4539,II,warm,very_light,Clear Spring
192,128,101,0,0,0,88,56,50,#c08065,,#583832,IV,warm,light_medium,Warm Autumn
139,86,76,0,0,0,74,52,52,#8b564c,,#4a3434,V,neutral,medium_deep,Deep Winter
170,144,133,0,0,0,124,111,109,#aa9085,,#7c6f6d,II,neutral,light_medium,Light Spring
126,81,60,0,0,0,81,62,53,#7e513c,,#513e35,V,warm,medium_deep,Deep Autumn
228,194,173,0,0,0,111,70,55,#e4c2ad,,#6f4637,I,warm,very_light,Warm Spring
237,204,195,0,0,0,115,89,86,#edccc3,,#735956,I,neutral,very_light,Light Summer
69,32,16,0,0,0,56,40,32,#452010,,#382820,VI,warm,very_deep,Deep Autumn
142,100,83,0,0,0,83,69,64,#8e6453,,#534540,V,warm,medium,Deep Autumn
136,102,82,0,0,0,90,72,56,#886652,,#5a4838,V,warm,medium,Deep Autumn
213,176,154,0,0,0,139,106,82,#d5b09a,,#8b6a52,I,warm,light,Warm Spring
205,203,199,0,0,0,82,77,74,#cdcbc7,,#524d4a,I,neutral,very_light,Light Spring
181,129,100,0,0,0,95,73,66,#b58164,,#5f4942,IV,warm,light_medium,Warm Autumn
162,124,118,0,0,0,95,74,70,#a27c76,,#5f4a46,III,neutral,light_medium,Soft Summer
204,164,139,0,0,0,101,75,61,#cca48b,,#654b3d,II,warm,light,Warm Spring
173,140,132,0,0,0,66,48,47,#ad8c84,,#42302f,II,neutral,light_medium,Light Summer
168,127,115,0,0,0,73,58,56,#a87f73,,#493a38,III,neutral,light_medium,Soft Summer
201,162,131,0,0,0,78,62,51,#c9a283,,#4e3e33,II,warm,light,Clear Spring
222,168,128,0,0,0,139,100,79,#dea880,,#8b644f,III,warm,light,Clear Spring
225,198,172,0,0,0,68,61,55,#e1c6ac,,#443d37,I,warm,very_light,Warm Spring
214,161,134,0,0,0,118,73,54,#d6a186,,#764936,II,warm,light,Clear Spring
170,129,113,0,0,0,62,52,45,#aa8171,,#3e342d,IV,warm,light_medium,Warm Autumn
183,112,83,0,0,0,94,54,40,#b77053,,#5e3628,V,warm,medium,Deep Autumn
151,96,70,0,0,0,83,58,52,#976046,,#533a34,V,warm,medium,Deep Autumn
246,195,169,0,0,0,115,77,72,#f6c3a9,,#734d48,I,warm,very_light,Clear Spring
228,189,173,0,0,0,124,91,80,#e4bdad,,#7c5b50,I,neutral,very_light,Light Spring
121,85,60,0,0,0,61,46,37,#79553c,,#3d2e25,V,warm,medium_deep,Deep Autumn
204,204,204,0,0,0,106,106,106,#cccccc,,#6a6a6a,I,neutral,very_light,Light Spring
177,117,102,0,0,0,105,55,45,#b17566,,#69372d,IV,neutral,light_medium,Soft Summer
160,160,160,0,0,0,123,123,123,#a0a0a0,,#7b7b7b,I,neutral,light,Light Spring
239,186,148,0,0,0,165,109,86,#efba94,,#a56d56,II,warm,very_light,Clear Spring
201,137,119,0,0,0,120,92,90,#c98977,,#785c5a,III,warm,light_medium,Warm Autumn
122,90,93,0,0,0,66,40,45,#7a5a5d,,#42282d,VI,cool,medium_deep,Deep Winter
199,165,154,0,0,0,103,68,58,#c7a59a,,#67443a,I,neutral,light,Light Summer
189,124,66,0,0,0,107,57,18,#bd7c42,,#6b3912,IV,warm,light_medium,Deep Autumn
